"TEAM NAMES","Series Number",Filename,Name,Description,Gender,Attributes,sha256
,378,"gasira-the-violence mama","gasira the violence mama","Sister Gasira; wipes people Oraimo cord for a living.",Female,"hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none",c0e17d4aaaeb7119b1a379f2f77b90c129787306d0060440ae6c9802b11bb8fc
,379,"salamatou-the-exchange student","salamatou the exchange student","Salamatou; an Ivorian exchange student who's in love with amala.",Female,"hair: black; eyes: squinted; teeth: none; cothing: none;  accessories: beret; expression: none; strength: none; weakness: none",8a978c25ae98ac2ff8173f113a1fd668da3791e5c3809e428fcef7c869e89822
,380,nguyen-the-foreigner,"nguyen the foreigner","Meet Nguyen; the Asian aunt that's addicted to waakaye.",Female,"hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none",72e8999a599b961b366c3006b2c24cfda5d6bd6193570ba1de22caf6488d57cc
"TEAM AXE",381,baba-ijebu-the-gambler,"baba ijebu the gambler","Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.",Male,"hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love",c3442cc03ea871cc0fd000ddb3dcc6b7d27327aa66740ca5d99662b6513d22ab
,382,amadi-the-palmwine-tapper,"amadi the palmwine tapper","Amadi sells his palmwine at the village square.",Male,"hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil",81fa47ecab48737e98fdf61015c00aa2ebc9bd95ac03e3ce8394b8016cc1f354
,383,saro-the-betrayer,"saro the betrayer","Saro is mean; wicked and serves breakfast on a weekly basis.",Male,"hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice",ee3bee3952c8807d58815c0bb51ab519c13450fd9664a35a0b0e9c9bd58b7681
,384,tope-the-baller,"tope the baller","Tope is an alte fashion king in Lagos who spends most of his nights at the club.",Male,"hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire",274d1849fae3f003bc1e9347aae877efac4abb2d53ad2dbc544d3e288506aed4
,385,kwame-the-maths-teacher,"kwame the maths teacher","Kwame teaches maths and is well known for punishing students.",Male,"hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none",d8ddd97b2c7b3b3c8a2a6dc56e124db5b9db8ed27920400439305d4197bd8f36
,386,jagaban-of-afrobeats,"jagaban of afrobeats","Jagaban is a party mover who wows the crowd with his theatrics.",Male,"hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors",7d8302f00b307dc2450b92f68bf3f63d3e6f04aea7c343c46e5de38f5359c44b
,387,nyame-the-traveller,"nyame the traveller","Nyame and adventure loving traveller who loves to explore the African continent.",Male,"hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles",9b2b6f737f78aa1f5d72e685cbb7c676dbe84332fedca8cdc823ef8fed05e08f
,388,adewale-the-gardner,"adewale the gardner","Adewale is a hardworking and resourceful lover of plants.",Male,"hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none",b2d8fa7aede2869af393d104f422ccb68f45ebe74e2af91cc6b5df1fe39e5de3
,389,emeka-the-driver,"emeka the driver","Emeka is a fixture on the bustling streets of Lagos.",Male,"hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses and beret; expression: none; strength: none; weakness: none",5113b5b6ec28687936eb50df5140fc7fa0ac51e5ef769e1fa90411c96bcd4edf
,390,abang-the-wordsmith,"abang the wordsmith","Abang is a storyteller and connoisseur of words.",Male,"hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood",a10b8ac9345690870938870a9c676284c408ff98b80e33ecd3ac86f2112e5e98
,391,onome-the-stylist,"onome the stylist","Onome is a fashionista with a pereferece for pipes over cigars.",Female,"hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance",ed8e35321360e2904d5f88899c48709357832d804c8f632674f4dfa0cf35451d
,392,adaeze-the-developer,"adaeze the developer","Adaeze is a gen-z software engineer whose favourite colour is purple.",Female,"hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt",8b8800c6f5d3459847e605dbc6aefcfc05a6e4b2df32969a022a22b724f10c96
,393,precious-the-sidechick,"precious the sidechick","Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.",Female,"hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine",a3b730b62b1a3b7d419b48d428c5f5acc23865e261cc04ee4b5ba44514cfea98
,394,ella-the-creative,"elle the creative","Ella is a smart, resourceful and an intellligent copywriter in a marketing firm.",Female,"hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none",1924ac83ae221cdc8e3f3ea80bea652b99568d46e8656211219a6065fe678986
,395,maame-the-starter,"maame the starter","Maame is a no nonsense tough cookie who is never afraid to start something.",Female,"hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi",cbca729beabb50851c442dfef3ae2d612460520816761de3f252c4d20e6b2e09
,396,abigail-the-beautiful,"abigail the beautiful","Abigail is the k-pop stan who loves comic books.",Female,"hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle",d59065a8624abfd11c832b6c4b388741dc7b6d3ae049963256f844181cc304d0
,397,abike-the-iya-loja,"abike the iya loja","Abike is a well known trader & the iya-loja of the largest market in Lagos.",Female,"hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya",14518c98ca9abf7750dfbec65c79533e7e5f869d64f8460ddf1e61be02d69d21
,398,"ashanti-the-gold seller","ashanti the gold seller","Ashanti is a well known gold trader whose trinkets are one of a kind.",Female,"hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived",a736c2d3703fd0e7ba8678c7a53c32514942de0f1c61ae80d2f5c99b7f37a90a
,399,yemoja-the-cool,"yemoja the cool","Yemoja is a content creator who is known for her cool girl aesthetic.",Female,"hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none",96e802f6822e61eda59aea7accaba44cd13e84580edfcc9c8308d9f8dd3ff2b5
,400,Nana-the-dancer,"nana the dancer","Nana is a dancer from Kumasi who performes at well known events all over Ghana.",Female,"hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none",6d594607f81dce1e9486b1e36c05fe8aa1634e64611dd08e5cc7bb13030fb3e9
"TEAM BOOT",401,smirky-becky,"smirky becky","Becky ends every statement she makes with a smirk.",Female,"hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted",d2e4f2d43e6e88da274a42dce3a6c6325d27e2b13926755675aeec345b2e4b1a
,402,ankara-scarlett,"ankara scarlett","Scarlett is a tailor at yaba market and she loves what she does.",Female,"hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity",1e7a8a61e28ec0ca1b739c657b39c655306f2a0b6a5cc649001880342010edc4
,403,sea-rastafaria,"sea rastafaria","Ronke is the ghetto goddess that nobody wants to mess with; stay clear.",Female,"hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient",38ce6c8a4d0eceb6d3c80bd9d7c0a71c19d8f30658a5b7f4b34f3aae9e843f0d
,404,pretty-betty,"pretty betty","Betty is very proud of her beauty and does not hesitate to flaunt it.",Female,"hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride",3741b1a3798fa0fd4d4f3cd21f7abfe288e80ed8d19b954f012110213a79ab05
,405,lola-medusa,"lola medusa","Lola is the head maketer at her firm and she is the best at negotiating.",Female,"hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism",58925993829e3e9077f598d29942cf5271144fb4b2f324e9feffbc8c2a8a2f46
,406,bukola-nosend,"bukola nosend","Bukola is friends with many but always get moody.",Female,"hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination",07d79cea2f81752e665c294c47dd243bf9da8a886efc725071b630515bfd7f4a
,407,burna-morgan,"burna morgan","Morgan paints the town red with her red hair.",Female,"hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy",452b805bf60354c686fb2d7ff72d81f3576906ab4d56acaf4c0a198d882b1ac5
,408,afro-star,"afro star","Bimbo is an afro star with great affluence.",Female,"hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive",bf068224588cb5c18be36b4ebf4bc870db63dd9fdd87875ca217ea68b93d4471
,409,fiesty-sandra,"fiesty sandra","Sandra is a social animal; correct owambe ambassador.",Female,"hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span",7204f6c17e6e3f0c313357cdfd22dfe5238b2858bfe91ba07c6ce43abbfb4967
,410,sister-nkechi-sabi,"sister nkechi sabi","Nkechi is the true definition of amebo; always in peoples business.",Female,"hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet",baa2c4f9a28c33878799e7d65fc68aa1f7273463b1472f6c8c5862273142aea4
,411,unfriendly-gina,"unfriendly gina","Gina is an angry one; she has no friends but has a lot of money.",Female,"hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace",fbc14be1d6f9dc8628b22105f35da036b44f3eeeaa361473a568e80aadb441fc
,412,dada-ganster,"dada ganster","Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.",Female,"hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive",01f822fb2b9855a7390eeab831cf1d27d27c7609df4bbeb24f733f47c83a84a0
,413,idoncare-linda,"idoncare linda","Linda is a carefree woman that pays little attention to whatever is happening round her.",Female,"hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right",47fc64baef6b067ed8b5e6c991c566b832d09a28791441cc16f5f2d691a2f6e6
,414,doubting-vivian,"doubting vivian","Vivian just like the thomas in the bible; she doubts all.",Female,"hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues",709d18752d574221a682ea1bc4e39c17632df324b4c37cbf2b326c87352fb75a
,415,simbi-side-eyed,"simbi side eyed","Simbi is reserved but doesn't allow anyone intimidate her.",Female,"hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn",2a1a1174851f8a4833d8af5ebfee9727eac4c359b72c29184048f3c328b4c24e
,416,bambi-tekno,"bambi tekno","Bambi is the dancer of the team; anytime she hears a beat shes on her feet.",Female,"hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastination",11f6800071fee26583b2012ec0d0b2d49fa38d968094efdd6e01f248c3174567
,417,saka-portable,"saka portable","Saka is forever convinced that his toothless smile is the icing on his cake.",Male,"hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn",09239306ec1788cd0b39326a50d0cdf3d1a42f8dc80b1e6a8d355f8a72fc8fc3
,418,king-of-boys,"king of boys","Busayo has her way of convincing people to do things her way.",Female,"hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: always inconsiderate",1f083f2fdeb9f8e14ac47e446dc897ccb3b139d26a4004341804ebce16548a4d
,419,funky-alte-pop,"funky alte pop","Funke is always the life of every party; strong gen z advocate.",Female,"hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish",39c613d62ac7422568d5114683b821caf2ea03c1c04b7ef8f0636029b24481d8
,420,madame-ngozi,"madame ngozi","Ngozi make heads turn with her beautiful collection of materials from all over Africa.",Female,"hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride",a2b07efc212bd08e762fb0d3c11e73a6725a8d830cb77a06dd51f97a59680cbd
